# t  x_0 x_1 x_2 x_3 x_4 x_5 x_6 x_7 x_8 x_9 x_10 x_11 x_12 x_13 x_14 x_15 x_16 x_17 x_18 x_19 x_20 x_21 x_22 x_23 x_24 x_25 x_26 x_27 x_28 x_29 x_30 x_31 x_32 x_33 x_34 x_35 x_36 x_37 x_38 x_39 x_40 x_41 x_42 x_43 x_44 x_45 x_46 x_47 x_48 x_49 x_50 x_51 x_52 x_53 x_54 x_55 x_56 x_57 x_58 x_59 x_60 x_61 x_62 x_63 x_64 x_65 x_66 x_67 x_68 x_69 x_70 x_71 x_72 x_73 x_74 x_75 x_76 x_77 x_78 x_79 x_80 x_81 x_82 x_83 x_84 x_85 x_86 x_87 x_88 x_89 x_90 x_91 x_92 x_93 x_94 x_95 x_96 x_97 x_98 x_99 x_100 x_101 x_102 x_103 x_104 x_105 x_106 x_107 x_108 x_109 x_110 x_111 x_112 x_113 x_114 x_115 x_116 x_117 x_118 x_119 x_120 x_121 x_122 x_123 x_124 x_125 x_126 x_127 x_128 x_129 x_130 x_131 x_132 x_133 x_134 x_135 x_136 x_137 x_138 x_139 x_140 x_141 x_142 x_143 x_144 x_145 x_146 x_147 x_148 x_149 x_150 x_151 x_152 x_153 x_154 x_155 x_156 x_157 x_158 x_159 x_160 x_161 x_162 x_163 x_164 x_165 x_166 x_167 x_168 x_169 x_170 x_171 x_172 x_173 x_174 x_175 x_176 x_177 x_178 x_179 x_180 x_181 x_182 x_183 x_184 x_185 x_186 x_187 x_188 x_189 x_190 x_191 x_192 x_193 x_194 x_195 x_196 x_197 x_198 x_199 x_200
168 0 1.97646 3.55279 4.91361 6.12757 7.23112 8.24688 9.19028 10.0725 10.902 11.6853 12.4277 13.1336 13.8065 14.4495 15.0652 15.6557 16.223 16.7688 17.2947 17.8019 18.2917 18.765 19.223 19.6665 20.0962 20.5128 20.9172 21.3098 21.6913 22.0622 22.4229 22.7739 23.1156 23.4485 23.7728 24.089 24.3973 24.698 24.9915 25.2779 25.5576 25.8308 26.0977 26.3585 26.6134 26.8626 27.1064 27.3448 27.578 27.8062 28.0296 28.2482 28.4622 28.6718 28.8771 29.0782 29.2751 29.4681 29.6572 29.8425 30.0242 30.2022 30.3768 30.5479 30.7157 30.8803 31.0417 31.1999 31.3552 31.5075 31.6569 31.8035 31.9473 32.0884 32.2269 32.3628 32.4962 32.627 32.7555 32.8815 33.0053 33.1267 33.2459 33.3629 33.4778 33.5906 33.7012 33.8099 33.9166 34.0213 34.124 34.2249 34.324 34.4212 34.5167 34.6104 34.7023 34.7926 34.8812 34.9682 35.0536 35.1374 35.2196 35.3003 35.3795 35.4573 35.5335 35.6084 35.6818 35.7539 35.8246 35.8939 35.9619 36.0286 36.0941 36.1582 36.2212 36.2829 36.3434 36.4027 36.4608 36.5178 36.5736 36.6283 36.6819 36.7345 36.7859 36.8363 36.8856 36.934 36.9813 37.0276 37.0729 37.1172 37.1606 37.203 37.2445 37.285 37.3247 37.3634 37.4013 37.4383 37.4744 37.5097 37.5441 37.5777 37.6104 37.6424 37.6735 37.7039 37.7335 37.7623 37.7903 37.8176 37.8442 37.87 37.895 37.9194 37.943 37.966 37.9882 38.0098 38.0307 38.0509 38.0705 38.0894 38.1077 38.1253 38.1423 38.1586 38.1744 38.1895 38.2041 38.218 38.2313 38.2441 38.2563 38.2679 38.2789 38.2894 38.2993 38.3087 38.3176 38.3259 38.3336 38.3409 38.3476 38.3538 38.3595 38.3648 38.3695 38.3737 38.3774 38.3807 38.3834 38.3857 38.3875 38.3889 38.3898 38.3903
169 0 1.96843 3.53555 4.88723 6.09235 7.1874 8.19503 9.13063 10.0054 10.8277 11.6041 12.3399 13.0393 13.7061 14.3431 14.953 15.5379 16.0998 16.6404 17.1612 17.6634 18.1484 18.6171 19.0706 19.5096 19.935 20.3475 20.7478 21.1365 21.5141 21.8812 22.2382 22.5857 22.9239 23.2533 23.5743 23.8872 24.1923 24.4899 24.7803 25.0638 25.3406 25.6109 25.875 26.133 26.3853 26.6319 26.8731 27.1089 27.3397 27.5655 27.7865 28.0028 28.2146 28.4219 28.625 28.8239 29.0188 29.2097 29.3968 29.5801 29.7598 29.936 30.1086 30.2779 30.4439 30.6067 30.7664 30.9229 31.0765 31.2272 31.375 31.52 31.6622 31.8018 31.9388 32.0732 32.2051 32.3346 32.4616 32.5863 32.7087 32.8288 32.9467 33.0625 33.1761 33.2876 33.3971 33.5046 33.6101 33.7136 33.8153 33.9151 34.013 34.1092 34.2036 34.2963 34.3872 34.4765 34.5642 34.6502 34.7346 34.8175 34.8989 34.9787 35.057 35.1339 35.2093 35.2834 35.356 35.4272 35.4971 35.5657 35.633 35.699 35.7637 35.8271 35.8894 35.9504 36.0102 36.0689 36.1264 36.1827 36.2379 36.2921 36.3451 36.397 36.4479 36.4977 36.5465 36.5943 36.6411 36.6869 36.7317 36.7755 36.8184 36.8604 36.9014 36.9415 36.9807 37.019 37.0565 37.0931 37.1288 37.1637 37.1977 37.2309 37.2633 37.2949 37.3257 37.3557 37.385 37.4135 37.4412 37.4682 37.4944 37.52 37.5448 37.5688 37.5922 37.6149 37.6369 37.6583 37.6789 37.6989 37.7183 37.737 37.755 37.7725 37.7893 37.8054 37.821 37.836 37.8504 37.8641 37.8773 37.8899 37.902 37.9135 37.9244 37.9348 37.9446 37.9539 37.9626 37.9708 37.9785 37.9857 37.9923 37.9985 38.0041 38.0093 38.0139 38.0181 38.0218 38.025 38.0277 38.03 38.0318 38.0332 38.034 38.0345
170 0 1.96038 3.51832 4.8609 6.05724 7.14387 8.14342 9.07129 9.93861 10.7538 11.5233 12.2526 12.9457 13.6063 14.2374 14.8416 15.421 15.9775 16.5129 17.0287 17.5261 18.0063 18.4704 18.9194 19.3541 19.7753 20.1837 20.5799 20.9647 21.3385 21.7019 22.0553 22.3991 22.7339 23.06 23.3777 23.6873 23.9893 24.2838 24.5712 24.8517 25.1256 25.3931 25.6544 25.9098 26.1594 26.4034 26.642 26.8754 27.1038 27.3272 27.5458 27.7599 27.9694 28.1745 28.3755 28.5723 28.7651 28.9539 29.139 29.3204 29.4982 29.6724 29.8432 30.0107 30.1749 30.336 30.4939 30.6488 30.8007 30.9498 31.096 31.2394 31.3801 31.5182 31.6537 31.7867 31.9171 32.0452 32.1709 32.2942 32.4153 32.5341 32.6507 32.7652 32.8776 32.9879 33.0962 33.2025 33.3068 33.4093 33.5098 33.6085 33.7054 33.8005 33.8939 33.9856 34.0755 34.1638 34.2505 34.3356 34.4191 34.5011 34.5815 34.6605 34.738 34.814 34.8886 34.9618 35.0337 35.1041 35.1733 35.2411 35.3076 35.3729 35.4369 35.4996 35.5612 35.6215 35.6807 35.7387 35.7956 35.8513 35.9059 35.9595 36.0119 36.0633 36.1136 36.1629 36.2111 36.2584 36.3046 36.3499 36.3942 36.4376 36.48 36.5215 36.5621 36.6018 36.6405 36.6784 36.7155 36.7516 36.787 36.8214 36.8551 36.888 36.92 36.9513 36.9817 37.0114 37.0403 37.0685 37.0959 37.1226 37.1486 37.1738 37.1983 37.2222 37.2453 37.2677 37.2895 37.3106 37.331 37.3508 37.3699 37.3884 37.4063 37.4235 37.4401 37.4561 37.4715 37.4863 37.5006 37.5142 37.5272 37.5397 37.5516 37.563 37.5738 37.584 37.5937 37.6029 37.6116 37.6197 37.6273 37.6344 37.641 37.647 37.6526 37.6577 37.6623 37.6664 37.6701 37.6733 37.676 37.6782 37.68 37.6813 37.6822 37.6827
171 0 1.95231 3.5011 4.83464 6.02225 7.10051 8.09205 9.01226 9.87223 10.6804 11.4431 12.1658 12.8527 13.5073 14.1325 14.731 15.3049 15.8562 16.3865 16.8973 17.3899 17.8654 18.325 18.7695 19.1999 19.6169 20.0212 20.4135 20.7944 21.1644 21.5241 21.874 22.2143 22.5457 22.8684 23.1828 23.4893 23.7881 24.0796 24.3641 24.6417 24.9127 25.1774 25.436 25.6887 25.9357 26.1772 26.4133 26.6442 26.8702 27.0912 27.3076 27.5193 27.7266 27.9296 28.1284 28.3231 28.5139 28.7007 28.8839 29.0633 29.2392 29.4116 29.5806 29.7463 29.9087 30.068 30.2243 30.3775 30.5278 30.6752 30.8199 30.9617 31.101 31.2376 31.3716 31.5031 31.6322 31.7588 31.8832 32.0052 32.1249 32.2425 32.3578 32.4711 32.5822 32.6913 32.7984 32.9036 33.0068 33.1081 33.2076 33.3052 33.4011 33.4951 33.5875 33.6782 33.7671 33.8545 33.9402 34.0244 34.107 34.1881 34.2676 34.3457 34.4224 34.4976 34.5714 34.6438 34.7148 34.7845 34.8529 34.92 34.9858 35.0503 35.1136 35.1757 35.2366 35.2963 35.3548 35.4122 35.4684 35.5235 35.5775 35.6305 35.6823 35.7331 35.7829 35.8316 35.8794 35.9261 35.9719 36.0167 36.0605 36.1034 36.1453 36.1863 36.2265 36.2657 36.3041 36.3415 36.3782 36.4139 36.4489 36.483 36.5163 36.5488 36.5805 36.6114 36.6415 36.6709 36.6995 36.7273 36.7545 36.7808 36.8065 36.8315 36.8557 36.8793 36.9022 36.9244 36.9459 36.9668 36.987 37.0065 37.0254 37.0437 37.0614 37.0784 37.0949 37.1107 37.1259 37.1406 37.1546 37.1681 37.181 37.1933 37.2051 37.2164 37.227 37.2372 37.2468 37.2559 37.2644 37.2724 37.28 37.287 37.2935 37.2995 37.305 37.31 37.3146 37.3187 37.3223 37.3254 37.3281 37.3303 37.3321 37.3334 37.3343 37.3347
172 0 1.94422 3.48389 4.80843 5.98737 7.05733 8.04094 8.95354 9.80624 10.6074 11.3635 12.0797 12.7603 13.4089 14.0284 14.6213 15.1898 15.7359 16.2611 16.7669 17.2547 17.7257 18.1807 18.6209 19.047 19.4599 19.8602 20.2486 20.6256 20.992 21.348 21.6943 22.0312 22.3592 22.6786 22.9898 23.2931 23.5889 23.8774 24.1589 24.4336 24.7019 24.9638 25.2197 25.4698 25.7142 25.9532 26.1868 26.4153 26.6389 26.8576 27.0717 27.2812 27.4863 27.6872 27.8839 28.0765 28.2652 28.4501 28.6313 28.8088 28.9828 29.1534 29.3206 29.4845 29.6452 29.8028 29.9574 30.109 30.2577 30.4035 30.5466 30.687 30.8247 30.9598 31.0924 31.2225 31.3502 31.4755 31.5985 31.7192 31.8376 31.9539 32.068 32.18 32.29 32.3979 32.5039 32.6079 32.71 32.8102 32.9086 33.0051 33.0999 33.193 33.2844 33.374 33.462 33.5485 33.6333 33.7165 33.7982 33.8784 33.9571 34.0343 34.1101 34.1845 34.2575 34.3291 34.3994 34.4683 34.536 34.6023 34.6674 34.7312 34.7939 34.8553 34.9155 34.9745 35.0324 35.0891 35.1447 35.1993 35.2527 35.305 35.3563 35.4066 35.4558 35.504 35.5512 35.5975 35.6427 35.687 35.7303 35.7728 35.8143 35.8548 35.8945 35.9333 35.9713 36.0083 36.0446 36.0799 36.1145 36.1482 36.1812 36.2133 36.2446 36.2752 36.305 36.334 36.3623 36.3899 36.4167 36.4428 36.4682 36.4929 36.5169 36.5402 36.5628 36.5848 36.606 36.6267 36.6467 36.666 36.6847 36.7028 36.7203 36.7371 36.7534 36.769 36.7841 36.7986 36.8125 36.8258 36.8386 36.8508 36.8624 36.8735 36.8841 36.8941 36.9036 36.9126 36.9211 36.929 36.9364 36.9434 36.9498 36.9558 36.9612 36.9662 36.9707 36.9747 36.9783 36.9814 36.9841 36.9862 36.988 36.9893 36.9902 36.9906
173 0 1.93611 3.46669 4.78228 5.95262 7.01434 7.99007 8.89514 9.74062 10.5348 11.2843 11.9941 12.6686 13.3113 13.925 14.5124 15.0756 15.6164 16.1366 16.6376 17.1207 17.5871 18.0377 18.4736 18.8955 19.3042 19.7006 20.0851 20.4584 20.821 21.1735 21.5162 21.8498 22.1744 22.4906 22.7986 23.0988 23.3916 23.6771 23.9557 24.2276 24.493 24.7523 25.0055 25.253 25.4949 25.7313 25.9625 26.1886 26.4099 26.6263 26.8381 27.0454 27.2484 27.4471 27.6417 27.8324 28.0191 28.202 28.3812 28.5569 28.7291 28.8978 29.0632 29.2254 29.3844 29.5403 29.6933 29.8432 29.9903 30.1346 30.2762 30.415 30.5513 30.6849 30.8161 30.9448 31.0711 31.1951 31.3167 31.4361 31.5533 31.6683 31.7812 31.892 32.0008 32.1076 32.2124 32.3153 32.4162 32.5154 32.6127 32.7082 32.802 32.8941 32.9844 33.0731 33.1602 33.2457 33.3296 33.4119 33.4927 33.572 33.6499 33.7263 33.8012 33.8748 33.947 34.0179 34.0874 34.1556 34.2225 34.2881 34.3525 34.4156 34.4775 34.5383 34.5978 34.6562 34.7135 34.7696 34.8246 34.8785 34.9314 34.9831 35.0339 35.0836 35.1323 35.18 35.2266 35.2724 35.3171 35.3609 35.4038 35.4458 35.4868 35.5269 35.5662 35.6046 35.6421 35.6788 35.7146 35.7496 35.7837 35.8171 35.8497 35.8815 35.9125 35.9427 35.9722 36.0009 36.0289 36.0561 36.0827 36.1085 36.1336 36.158 36.1817 36.2048 36.2271 36.2489 36.2699 36.2903 36.3101 36.3292 36.3477 36.3656 36.3829 36.3996 36.4156 36.4311 36.446 36.4603 36.4741 36.4873 36.4999 36.512 36.5235 36.5345 36.5449 36.5548 36.5642 36.5731 36.5815 36.5893 36.5967 36.6035 36.6099 36.6158 36.6212 36.6261 36.6306 36.6346 36.6381 36.6412 36.6438 36.6459 36.6477 36.649 36.6498 36.6502
174 0 1.92798 3.44951 4.7562 5.91798 6.97152 7.93944 8.83705 9.67538 10.4627 11.2056 11.9091 12.5775 13.2143 13.8224 14.4043 14.9622 15.4979 16.0132 16.5094 16.9878 17.4496 17.8959 18.3275 18.7452 19.15 19.5423 19.923 20.2926 20.6516 21.0005 21.3398 21.67 21.9913 22.3043 22.6092 22.9063 23.196 23.4786 23.7544 24.0235 24.2862 24.5428 24.7934 25.0383 25.2776 25.5116 25.7404 25.9642 26.1831 26.3973 26.6069 26.812 27.0128 27.2095 27.402 27.5906 27.7754 27.9564 28.1337 28.3075 28.4779 28.6448 28.8085 28.9689 29.1263 29.2805 29.4318 29.5802 29.7257 29.8685 30.0085 30.1459 30.2807 30.4129 30.5427 30.67 30.795 30.9176 31.038 31.1561 31.272 31.3858 31.4974 31.6071 31.7147 31.8203 31.924 32.0257 32.1256 32.2237 32.32 32.4145 32.5072 32.5983 32.6877 32.7754 32.8616 32.9461 33.0291 33.1105 33.1905 33.2689 33.3459 33.4215 33.4957 33.5684 33.6399 33.7099 33.7787 33.8461 33.9123 33.9772 34.0409 34.1034 34.1646 34.2247 34.2836 34.3413 34.398 34.4535 34.5079 34.5612 34.6135 34.6647 34.7149 34.7641 34.8122 34.8594 34.9056 34.9508 34.9951 35.0384 35.0808 35.1223 35.1629 35.2026 35.2414 35.2794 35.3165 35.3527 35.3882 35.4228 35.4566 35.4896 35.5218 35.5532 35.5839 35.6138 35.643 35.6714 35.699 35.726 35.7522 35.7778 35.8026 35.8268 35.8502 35.873 35.8952 35.9166 35.9375 35.9576 35.9772 35.9961 36.0144 36.0321 36.0492 36.0657 36.0816 36.0969 36.1116 36.1258 36.1394 36.1524 36.1649 36.1769 36.1883 36.1991 36.2094 36.2193 36.2286 36.2373 36.2456 36.2534 36.2606 36.2674 36.2737 36.2796 36.2849 36.2898 36.2942 36.2981 36.3016 36.3046 36.3072 36.3094 36.3111 36.3124 36.3132 36.3136
175 0 1.91984 3.43233 4.73018 5.88347 6.9289 7.88907 8.77927 9.61052 10.3911 11.1274 11.8247 12.4871 13.118 13.7205 14.297 14.8497 15.3804 15.8907 16.3822 16.856 17.3133 17.7552 18.1826 18.5963 18.997 19.3855 19.7624 20.1283 20.4837 20.8291 21.165 21.4918 21.8099 22.1197 22.4215 22.7156 23.0024 23.2821 23.555 23.8213 24.0813 24.3352 24.5833 24.8256 25.0625 25.2941 25.5205 25.7419 25.9585 26.1705 26.3779 26.5809 26.7796 26.9742 27.1647 27.3513 27.5342 27.7132 27.8887 28.0607 28.2292 28.3944 28.5563 28.7151 28.8707 29.0234 29.1731 29.3199 29.4638 29.6051 29.7436 29.8795 30.0129 30.1437 30.2721 30.3981 30.5217 30.643 30.7621 30.8789 30.9936 31.1062 31.2166 31.3251 31.4315 31.536 31.6386 31.7393 31.8381 31.9351 32.0303 32.1238 32.2156 32.3057 32.3941 32.4809 32.5661 32.6497 32.7318 32.8124 32.8914 32.969 33.0452 33.12 33.1933 33.2653 33.336 33.4053 33.4733 33.54 33.6055 33.6697 33.7327 33.7944 33.855 33.9145 33.9727 34.0299 34.0859 34.1408 34.1946 34.2474 34.2991 34.3497 34.3994 34.448 34.4956 34.5423 34.588 34.6327 34.6765 34.7193 34.7613 34.8023 34.8425 34.8817 34.9201 34.9577 34.9944 35.0303 35.0653 35.0996 35.133 35.1656 35.1975 35.2286 35.2589 35.2885 35.3173 35.3454 35.3728 35.3995 35.4254 35.4507 35.4752 35.4991 35.5223 35.5449 35.5668 35.588 35.6086 35.6286 35.6479 35.6666 35.6847 35.7022 35.7191 35.7354 35.7512 35.7663 35.7809 35.7949 35.8083 35.8212 35.8336 35.8454 35.8567 35.8674 35.8776 35.8873 35.8965 35.9052 35.9134 35.9211 35.9283 35.935 35.9412 35.947 35.9523 35.9571 35.9614 35.9653 35.9688 35.9718 35.9744 35.9765 35.9782 35.9794 35.9803 35.9807
176 0 1.91167 3.41518 4.70422 5.84907 6.88645 7.83894 8.72181 9.54603 10.3199 11.0498 11.7408 12.3972 13.0225 13.6194 14.1906 14.738 15.2637 15.7692 16.256 16.7252 17.1782 17.6158 18.0389 18.4486 18.8454 19.23 19.6032 19.9654 20.3173 20.6592 20.9918 21.3153 21.6302 21.9368 22.2355 22.5267 22.8105 23.0873 23.3574 23.621 23.8784 24.1297 24.3752 24.615 24.8495 25.0786 25.3027 25.5218 25.7362 25.9459 26.1512 26.352 26.5487 26.7412 26.9298 27.1144 27.2953 27.4725 27.6462 27.8163 27.9831 28.1465 28.3067 28.4638 28.6178 28.7688 28.9169 29.0622 29.2046 29.3444 29.4814 29.6159 29.7478 29.8773 30.0043 30.1289 30.2512 30.3713 30.489 30.6046 30.7181 30.8295 30.9388 31.046 31.1513 31.2547 31.3562 31.4558 31.5535 31.6495 31.7437 31.8362 31.927 32.0161 32.1036 32.1894 32.2737 32.3564 32.4376 32.5173 32.5956 32.6724 32.7477 32.8216 32.8942 32.9654 33.0353 33.1039 33.1711 33.2372 33.3019 33.3654 33.4277 33.4888 33.5488 33.6076 33.6652 33.7217 33.7771 33.8314 33.8847 33.9369 33.988 34.0381 34.0872 34.1353 34.1824 34.2286 34.2738 34.318 34.3613 34.4037 34.4452 34.4858 34.5255 34.5644 34.6024 34.6395 34.6758 34.7113 34.7459 34.7798 34.8129 34.8452 34.8767 34.9074 34.9374 34.9667 34.9952 35.023 35.0501 35.0765 35.1021 35.1271 35.1514 35.175 35.198 35.2203 35.242 35.263 35.2833 35.3031 35.3222 35.3407 35.3586 35.3759 35.3927 35.4088 35.4243 35.4393 35.4537 35.4676 35.4809 35.4937 35.5059 35.5176 35.5287 35.5393 35.5494 35.559 35.5681 35.5767 35.5848 35.5924 35.5995 35.6062 35.6123 35.618 35.6232 35.628 35.6323 35.6362 35.6396 35.6426 35.6451 35.6472 35.6489 35.6501 35.6509 35.6514
177 0 1.90349 3.39804 4.67833 5.81481 6.84419 7.78906 8.66465 9.48192 10.2491 10.9726 11.6575 12.308 12.9276 13.519 14.0849 14.6272 15.148 15.6487 16.1308 16.5955 17.0441 17.4775 17.8965 18.3021 18.695 19.0759 19.4454 19.804 20.1523 20.4909 20.8201 21.1403 21.452 21.7556 22.0513 22.3395 22.6204 22.8944 23.1618 23.4227 23.6774 23.9261 24.1691 24.4065 24.6385 24.8653 25.087 25.3039 25.516 25.7236 25.9267 26.1255 26.3201 26.5106 26.6972 26.8799 27.0589 27.2342 27.406 27.5744 27.7394 27.9011 28.0597 28.2151 28.3675 28.5169 28.6634 28.8071 28.9481 29.0863 29.2219 29.355 29.4855 29.6136 29.7393 29.8626 29.9836 30.1023 30.2188 30.3332 30.4455 30.5556 30.6638 30.7699 30.8741 30.9763 31.0767 31.1753 31.272 31.3669 31.4601 31.5516 31.6414 31.7296 31.8161 31.9011 31.9844 32.0663 32.1466 32.2255 32.3028 32.3788 32.4533 32.5265 32.5983 32.6687 32.7378 32.8057 32.8722 32.9375 33.0016 33.0644 33.126 33.1865 33.2458 33.3039 33.3609 33.4168 33.4717 33.5254 33.5781 33.6297 33.6803 33.7298 33.7784 33.826 33.8726 33.9182 33.9629 34.0067 34.0496 34.0915 34.1325 34.1727 34.212 34.2504 34.288 34.3247 34.3606 34.3957 34.43 34.4635 34.4962 34.5282 34.5593 34.5898 34.6194 34.6484 34.6766 34.7041 34.7309 34.7569 34.7823 34.8071 34.8311 34.8545 34.8772 34.8992 34.9206 34.9414 34.9616 34.9811 35 35.0183 35.0361 35.0532 35.0697 35.0857 35.1011 35.1159 35.1301 35.1438 35.157 35.1696 35.1817 35.1933 35.2043 35.2148 35.2248 35.2343 35.2433 35.2518 35.2598 35.2673 35.2743 35.2809 35.287 35.2926 35.2978 35.3025 35.3068 35.3106 35.314 35.3169 35.3194 35.3215 35.3231 35.3244 35.3252 35.3256
178 0 1.8953 3.38092 4.65251 5.78066 6.80212 7.73943 8.60781 9.41819 10.1788 10.896 11.5748 12.2195 12.8334 13.4194 13.98 14.5173 15.0331 15.5291 16.0066 16.4669 16.9111 17.3403 17.7553 18.1569 18.546 18.9231 19.2889 19.644 19.9889 20.324 20.6499 20.967 21.2756 21.576 21.8688 22.154 22.4321 22.7034 22.968 23.2262 23.4783 23.7245 23.965 24.1999 24.4295 24.654 24.8734 25.088 25.298 25.5034 25.7044 25.9011 26.0937 26.2822 26.4668 26.6477 26.8248 26.9983 27.1683 27.3349 27.4982 27.6582 27.8151 27.9689 28.1196 28.2675 28.4125 28.5547 28.6941 28.8309 28.9651 29.0967 29.2259 29.3526 29.4769 29.5989 29.7187 29.8361 29.9514 30.0646 30.1756 30.2846 30.3916 30.4966 30.5997 30.7009 30.8002 30.8977 30.9934 31.0873 31.1795 31.27 31.3589 31.4461 31.5317 31.6157 31.6982 31.7792 31.8586 31.9366 32.0132 32.0883 32.1621 32.2344 32.3055 32.3751 32.4435 32.5106 32.5765 32.6411 32.7044 32.7666 32.8276 32.8874 32.946 33.0035 33.0599 33.1152 33.1694 33.2226 33.2747 33.3258 33.3758 33.4249 33.4729 33.52 33.5661 33.6112 33.6554 33.6987 33.7411 33.7826 33.8232 33.8629 33.9018 33.9398 33.977 34.0133 34.0488 34.0836 34.1175 34.1506 34.183 34.2146 34.2454 34.2755 34.3049 34.3335 34.3614 34.3886 34.4151 34.4409 34.466 34.4904 34.5142 34.5373 34.5598 34.5816 34.6028 34.6234 34.6433 34.6626 34.6813 34.6995 34.717 34.7339 34.7503 34.7661 34.7813 34.7959 34.81 34.8236 34.8366 34.8491 34.861 34.8725 34.8834 34.8938 34.9037 34.9131 34.922 34.9304 34.9383 34.9457 34.9527 34.9592 34.9652 34.9708 34.9759 34.9805 34.9848 34.9885 34.9919 34.9948 34.9973 34.9993 35.001 35.0022 35.003 35.0034
179 0 1.88709 3.36381 4.62676 5.74665 6.76023 7.69005 8.55128 9.35484 10.1089 10.8198 11.4926 12.1315 12.7398 13.3205 13.8759 14.4082 14.9192 15.4105 15.8834 16.3393 16.7793 17.2043 17.6153 18.013 18.3982 18.7716 19.1338 19.4854 19.8269 20.1587 20.4813 20.7952 21.1007 21.3982 21.6879 21.9703 22.2456 22.5141 22.776 23.0316 23.2811 23.5248 23.7628 23.9953 24.2226 24.4447 24.6619 24.8743 25.0821 25.2854 25.4843 25.6789 25.8695 26.0561 26.2388 26.4178 26.593 26.7647 26.933 27.0978 27.2594 27.4177 27.573 27.7251 27.8743 28.0206 28.1641 28.3048 28.4428 28.5781 28.7109 28.8411 28.9689 29.0943 29.2173 29.338 29.4565 29.5727 29.6868 29.7987 29.9086 30.0165 30.1223 30.2262 30.3282 30.4283 30.5265 30.623 30.7176 30.8106 30.9018 30.9913 31.0792 31.1655 31.2502 31.3334 31.415 31.4951 31.5737 31.6509 31.7266 31.8009 31.8739 31.9455 32.0157 32.0847 32.1523 32.2187 32.2838 32.3477 32.4104 32.4719 32.5322 32.5914 32.6494 32.7063 32.7621 32.8168 32.8705 32.923 32.9746 33.0251 33.0746 33.1231 33.1707 33.2172 33.2628 33.3075 33.3512 33.3941 33.436 33.477 33.5172 33.5565 33.5949 33.6325 33.6693 33.7053 33.7404 33.7747 33.8083 33.8411 33.8731 33.9043 33.9348 33.9646 33.9936 34.022 34.0496 34.0765 34.1027 34.1282 34.1531 34.1772 34.2008 34.2236 34.2459 34.2674 34.2884 34.3087 34.3284 34.3476 34.3661 34.384 34.4013 34.4181 34.4343 34.4499 34.4649 34.4794 34.4934 34.5068 34.5197 34.532 34.5438 34.5551 34.5659 34.5762 34.586 34.5953 34.6041 34.6124 34.6202 34.6276 34.6345 34.6409 34.6469 34.6524 34.6574 34.6621 34.6662 34.67 34.6733 34.6761 34.6786 34.6806 34.6822 34.6834 34.6842 34.6846
180 0 1.87887 3.34673 4.60108 5.71276 6.71854 7.64092 8.49507 9.29185 10.0394 10.7441 11.411 12.0442 12.647 13.2223 13.7726 14.2999 14.8061 15.2928 15.7613 16.2128 16.6485 17.0695 17.4764 17.8703 18.2517 18.6215 18.9801 19.3282 19.6663 19.9948 20.3143 20.625 20.9274 21.2219 21.5087 21.7883 22.0608 22.3265 22.5858 22.8388 23.0858 23.327 23.5625 23.7927 24.0176 24.2375 24.4524 24.6626 24.8683 25.0694 25.2663 25.459 25.6476 25.8322 26.013 26.1901 26.3636 26.5335 26.7 26.8631 27.023 27.1797 27.3333 27.4838 27.6315 27.7762 27.9182 28.0574 28.1939 28.3279 28.4593 28.5881 28.7146 28.8386 28.9603 29.0798 29.197 29.312 29.4249 29.5356 29.6443 29.751 29.8558 29.9586 30.0594 30.1585 30.2557 30.3511 30.4448 30.5367 30.627 30.7156 30.8025 30.8879 30.9717 31.054 31.1347 31.2139 31.2917 31.3681 31.443 31.5165 31.5887 31.6595 31.7291 31.7973 31.8642 31.9299 31.9943 32.0575 32.1195 32.1804 32.24 32.2986 32.356 32.4123 32.4675 32.5216 32.5746 32.6267 32.6777 32.7276 32.7766 32.8246 32.8716 32.9177 32.9628 33.007 33.0503 33.0926 33.1341 33.1747 33.2144 33.2533 33.2913 33.3285 33.3649 33.4005 33.4352 33.4692 33.5024 33.5348 33.5665 33.5974 33.6276 33.6571 33.6858 33.7138 33.7411 33.7677 33.7936 33.8189 33.8435 33.8674 33.8907 33.9133 33.9353 33.9566 33.9774 33.9975 34.017 34.0359 34.0542 34.0719 34.0891 34.1056 34.1217 34.1371 34.152 34.1663 34.1801 34.1934 34.2061 34.2184 34.23 34.2412 34.2519 34.2621 34.2718 34.2809 34.2897 34.2979 34.3056 34.3129 34.3197 34.3261 34.332 34.3374 34.3424 34.347 34.3511 34.3548 34.3581 34.3609 34.3633 34.3654 34.367 34.3682 34.3689 34.3693
